Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[1]	DS_Pr[0]	MV_Pr[1]	MV_Pr[0]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
33	0	0	0	0	0	0.0881	0.9119	0.0000	1.0000	0.1607	0.0000	0.0881	0.0000	0.0881	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0881	0.0000	82.38%	100.00%	67.87%	100.00%	82.38%	100.00%	100.00%	100.00%	100.00%	100.00%	82.38%	100.00%
330	1	0	0	0	0	0.0522	0.9478	0.0000	1.0000	0.0989	0.0000	0.0522	0.0000	0.0522	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9478	1.0000	89.56%	100.00%	80.21%	100.00%	89.56%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-89.56%	-100.00%
331	0	0	0	0	0	0.2555	0.7445	0.2000	0.8000	0.3805	0.3200	0.2555	0.2000	0.2555	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2555	0.2000	48.89%	60.00%	23.90%	36.00%	48.89%	60.00%	100.00%	100.00%	100.00%	100.00%	48.89%	60.00%
332	1	1	1	1	1	0.9337	0.0663	0.6000	0.4000	0.1239	0.4800	0.0663	0.4000	0.0663	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0663	0.4000	86.73%	20.00%	75.23%	4.00%	86.73%	20.00%	100.00%	100.00%	100.00%	100.00%	86.73%	20.00%
333	1	1	1	1	1	0.9998	0.0002	1.0000	0.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
334	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
335	0	0	0	0	0	0.0321	0.9679	0.0000	1.0000	0.0622	0.0000	0.0321	0.0000	0.0321	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0321	0.0000	93.58%	100.00%	87.57%	100.00%	93.58%	100.00%	100.00%	100.00%	100.00%	100.00%	93.58%	100.00%
336	0	0	0	0	0	0.0183	0.9817	0.0000	1.0000	0.0360	0.0000	0.0183	0.0000	0.0183	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0183	0.0000	96.33%	100.00%	92.80%	100.00%	96.33%	100.00%	100.00%	100.00%	100.00%	100.00%	96.33%	100.00%
337	0	0	0	0	0	0.0074	0.9926	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.51%	100.00%	97.05%	100.00%	98.51%	100.00%	100.00%	100.00%	100.00%	100.00%	98.51%	100.00%
338	0	1	0	1	0	0.6126	0.3874	0.2000	0.8000	0.4747	0.3200	0.3874	0.2000	0.3874	0.2000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.6126	0.2000	22.52%	60.00%	5.07%	36.00%	22.52%	60.00%	-100.00%	100.00%	-100.00%	100.00%	-22.52%	60.00%
339	0	0	0	0	0	0.0283	0.9717	0.0000	1.0000	0.0551	0.0000	0.0283	0.0000	0.0283	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0283	0.0000	94.33%	100.00%	88.99%	100.00%	94.33%	100.00%	100.00%	100.00%	100.00%	100.00%	94.33%	100.00%
34	1	0	0	0	0	0.1005	0.8995	0.2000	0.8000	0.1808	0.3200	0.1005	0.2000	0.1005	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8995	0.8000	79.90%	60.00%	63.83%	36.00%	79.90%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-79.90%	-60.00%
340	0	0	0	0	0	0.0636	0.9364	0.0000	1.0000	0.1192	0.0000	0.0636	0.0000	0.0636	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0636	0.0000	87.27%	100.00%	76.17%	100.00%	87.27%	100.00%	100.00%	100.00%	100.00%	100.00%	87.27%	100.00%
341	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
342	0	0	0	0	0	0.0402	0.9598	0.0000	1.0000	0.0771	0.0000	0.0402	0.0000	0.0402	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0402	0.0000	91.97%	100.00%	84.58%	100.00%	91.97%	100.00%	100.00%	100.00%	100.00%	100.00%	91.97%	100.00%
343	0	0	0	0	0	0.1881	0.8119	0.2000	0.8000	0.3054	0.3200	0.1881	0.2000	0.1881	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1881	0.2000	62.39%	60.00%	38.92%	36.00%	62.39%	60.00%	100.00%	100.00%	100.00%	100.00%	62.39%	60.00%
344	1	0	0	0	0	0.4564	0.5436	0.2000	0.8000	0.4962	0.3200	0.4564	0.2000	0.4564	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.5436	0.8000	8.73%	60.00%	0.76%	36.00%	8.73%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-8.73%	-60.00%
345	0	0	0	0	0	0.0077	0.9923	0.0000	1.0000	0.0153	0.0000	0.0077	0.0000	0.0077	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0077	0.0000	98.46%	100.00%	96.94%	100.00%	98.46%	100.00%	100.00%	100.00%	100.00%	100.00%	98.46%	100.00%
346	1	1	1	1	1	0.9927	0.0073	0.8000	0.2000	0.0144	0.3200	0.0073	0.2000	0.0073	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0073	0.2000	98.55%	60.00%	97.11%	36.00%	98.55%	60.00%	100.00%	100.00%	100.00%	100.00%	98.55%	60.00%
347	0	0	0	0	0	0.0029	0.9971	0.0000	1.0000	0.0058	0.0000	0.0029	0.0000	0.0029	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0029	0.0000	99.42%	100.00%	98.85%	100.00%	99.42%	100.00%	100.00%	100.00%	100.00%	100.00%	99.42%	100.00%
348	0	0	0	0	0	0.0648	0.9352	0.0000	1.0000	0.1212	0.0000	0.0648	0.0000	0.0648	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0648	0.0000	87.04%	100.00%	75.76%	100.00%	87.04%	100.00%	100.00%	100.00%	100.00%	100.00%	87.04%	100.00%
349	0	0	0	0	0	0.0506	0.9494	0.0000	1.0000	0.0961	0.0000	0.0506	0.0000	0.0506	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0506	0.0000	89.88%	100.00%	80.79%	100.00%	89.88%	100.00%	100.00%	100.00%	100.00%	100.00%	89.88%	100.00%
35	0	0	0	0	0	0.0543	0.9457	0.0000	1.0000	0.1028	0.0000	0.0543	0.0000	0.0543	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0543	0.0000	89.13%	100.00%	79.45%	100.00%	89.13%	100.00%	100.00%	100.00%	100.00%	100.00%	89.13%	100.00%
350	1	1	1	1	1	0.9983	0.0017	0.8000	0.2000	0.0033	0.3200	0.0017	0.2000	0.0017	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0017	0.2000	99.67%	60.00%	99.33%	36.00%	99.67%	60.00%	100.00%	100.00%	100.00%	100.00%	99.67%	60.00%
351	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0001	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	99.99%	60.00%	99.99%	36.00%	99.99%	60.00%	100.00%	100.00%	100.00%	100.00%	99.99%	60.00%
352	0	0	0	0	0	0.3118	0.6882	0.2000	0.8000	0.4292	0.3200	0.3118	0.2000	0.3118	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3118	0.2000	37.64%	60.00%	14.16%	36.00%	37.64%	60.00%	100.00%	100.00%	100.00%	100.00%	37.64%	60.00%
353	0	1	1	1	1	0.9978	0.0022	0.6000	0.4000	0.0045	0.4800	0.0022	0.4000	0.0022	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9978	0.6000	99.55%	20.00%	99.11%	4.00%	99.55%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-99.55%	-20.00%
354	0	0	0	0	0	0.0333	0.9667	0.0000	1.0000	0.0644	0.0000	0.0333	0.0000	0.0333	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0333	0.0000	93.34%	100.00%	87.12%	100.00%	93.34%	100.00%	100.00%	100.00%	100.00%	100.00%	93.34%	100.00%
355	1	0	0	0	0	0.1479	0.8521	0.2000	0.8000	0.2520	0.3200	0.1479	0.2000	0.1479	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8521	0.8000	70.43%	60.00%	49.60%	36.00%	70.43%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-70.43%	-60.00%
356	0	0	0	0	0	0.0579	0.9421	0.0000	1.0000	0.1091	0.0000	0.0579	0.0000	0.0579	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0579	0.0000	88.42%	100.00%	78.18%	100.00%	88.42%	100.00%	100.00%	100.00%	100.00%	100.00%	88.42%	100.00%
357	0	1	1	1	1	0.9896	0.0104	0.6000	0.4000	0.0206	0.4800	0.0104	0.4000	0.0104	0.4000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9896	0.6000	97.92%	20.00%	95.88%	4.00%	97.92%	20.00%	-100.00%	-100.00%	-100.00%	-100.00%	-97.92%	-20.00%
358	1	1	1	1	1	0.8987	0.1013	0.6000	0.4000	0.1820	0.4800	0.1013	0.4000	0.1013	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1013	0.4000	79.74%	20.00%	63.59%	4.00%	79.74%	20.00%	100.00%	100.00%	100.00%	100.00%	79.74%	20.00%
359	1	1	0	1	0	0.7194	0.2806	0.4000	0.6000	0.4037	0.4800	0.2806	0.4000	0.2806	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2806	0.6000	43.88%	20.00%	19.26%	4.00%	43.88%	20.00%	100.00%	-100.00%	100.00%	-100.00%	43.88%	-20.00%
36	0	0	0	0	0	0.1135	0.8865	0.0000	1.0000	0.2012	0.0000	0.1135	0.0000	0.1135	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1135	0.0000	77.30%	100.00%	59.76%	100.00%	77.30%	100.00%	100.00%	100.00%	100.00%	100.00%	77.30%	100.00%
360	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
361	0	0	0	0	0	0.0372	0.9628	0.0000	1.0000	0.0716	0.0000	0.0372	0.0000	0.0372	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0372	0.0000	92.57%	100.00%	85.69%	100.00%	92.57%	100.00%	100.00%	100.00%	100.00%	100.00%	92.57%	100.00%
362	0	0	0	0	0	0.1411	0.8589	0.0000	1.0000	0.2423	0.0000	0.1411	0.0000	0.1411	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1411	0.0000	71.79%	100.00%	51.53%	100.00%	71.79%	100.00%	100.00%	100.00%	100.00%	100.00%	71.79%	100.00%
363	1	1	1	1	1	1.0000	0.0001	1.0000	0.0000	0.0001	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.99%	100.00%	99.98%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
364	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0000	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	100.00%	60.00%	99.99%	36.00%	100.00%	60.00%	100.00%	100.00%	100.00%	100.00%	100.00%	60.00%
365	0	0	0	0	0	0.0468	0.9532	0.0000	1.0000	0.0892	0.0000	0.0468	0.0000	0.0468	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0468	0.0000	90.64%	100.00%	82.16%	100.00%	90.64%	100.00%	100.00%	100.00%	100.00%	100.00%	90.64%	100.00%
366	1	1	1	1	1	0.8215	0.1785	0.6000	0.4000	0.2933	0.4800	0.1785	0.4000	0.1785	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1785	0.4000	64.29%	20.00%	41.33%	4.00%	64.29%	20.00%	100.00%	100.00%	100.00%	100.00%	64.29%	20.00%
367	0	0	0	0	0	0.0218	0.9782	0.0000	1.0000	0.0427	0.0000	0.0218	0.0000	0.0218	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0218	0.0000	95.64%	100.00%	91.47%	100.00%	95.64%	100.00%	100.00%	100.00%	100.00%	100.00%	95.64%	100.00%
368	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
369	0	0	0	0	0	0.0077	0.9923	0.0000	1.0000	0.0153	0.0000	0.0077	0.0000	0.0077	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0077	0.0000	98.46%	100.00%	96.94%	100.00%	98.46%	100.00%	100.00%	100.00%	100.00%	100.00%	98.46%	100.00%
37	1	1	0	1	0	0.8248	0.1752	0.4000	0.6000	0.2890	0.4800	0.1752	0.4000	0.1752	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.1752	0.6000	64.97%	20.00%	42.21%	4.00%	64.97%	20.00%	100.00%	-100.00%	100.00%	-100.00%	64.97%	-20.00%
370	1	0	0	0	0	0.1806	0.8194	0.2000	0.8000	0.2960	0.3200	0.1806	0.2000	0.1806	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.8194	0.8000	63.87%	60.00%	40.80%	36.00%	63.87%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-63.87%	-60.00%
371	0	1	0	1	0	0.9159	0.0841	0.4000	0.6000	0.1540	0.4800	0.0841	0.4000	0.0841	0.4000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.9159	0.4000	83.19%	20.00%	69.20%	4.00%	83.19%	20.00%	-100.00%	100.00%	-100.00%	100.00%	-83.19%	20.00%
372	0	1	1	1	1	0.9995	0.0005	0.8000	0.2000	0.0009	0.3200	0.0005	0.2000	0.0005	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9995	0.8000	99.91%	60.00%	99.82%	36.00%	99.91%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-99.91%	-60.00%
373	1	1	1	1	1	0.9973	0.0027	0.8000	0.2000	0.0054	0.3200	0.0027	0.2000	0.0027	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0027	0.2000	99.46%	60.00%	98.92%	36.00%	99.46%	60.00%	100.00%	100.00%	100.00%	100.00%	99.46%	60.00%
374	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	99.99%	100.00%	99.99%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
375	0	0	0	0	0	0.0410	0.9591	0.0000	1.0000	0.0785	0.0000	0.0410	0.0000	0.0410	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0410	0.0000	91.81%	100.00%	84.29%	100.00%	91.81%	100.00%	100.00%	100.00%	100.00%	100.00%	91.81%	100.00%
376	1	1	1	1	1	0.9997	0.0003	1.0000	0.0000	0.0005	0.0000	0.0003	0.0000	0.0003	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	99.95%	100.00%	99.89%	100.00%	99.95%	100.00%	100.00%	100.00%	100.00%	100.00%	99.95%	100.00%
377	0	0	0	0	0	0.1634	0.8367	0.2000	0.8000	0.2733	0.3200	0.1634	0.2000	0.1634	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1634	0.2000	67.33%	60.00%	45.33%	36.00%	67.33%	60.00%	100.00%	100.00%	100.00%	100.00%	67.33%	60.00%
378	0	1	1	1	1	0.9984	0.0016	0.8000	0.2000	0.0032	0.3200	0.0016	0.2000	0.0016	0.2000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9984	0.8000	99.68%	60.00%	99.37%	36.00%	99.68%	60.00%	-100.00%	-100.00%	-100.00%	-100.00%	-99.68%	-60.00%
379	0	0	0	0	0	0.0030	0.9970	0.0000	1.0000	0.0060	0.0000	0.0030	0.0000	0.0030	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0030	0.0000	99.40%	100.00%	98.80%	100.00%	99.40%	100.00%	100.00%	100.00%	100.00%	100.00%	99.40%	100.00%
38	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
380	0	0	0	0	0	0.2827	0.7174	0.2000	0.8000	0.4055	0.3200	0.2827	0.2000	0.2827	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2827	0.2000	43.47%	60.00%	18.90%	36.00%	43.47%	60.00%	100.00%	100.00%	100.00%	100.00%	43.47%	60.00%
381	1	0	0	0	0	0.0563	0.9437	0.0000	1.0000	0.1063	0.0000	0.0563	0.0000	0.0563	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9437	1.0000	88.73%	100.00%	78.74%	100.00%	88.73%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-88.73%	-100.00%
382	1	0	0	0	0	0.0420	0.9580	0.0000	1.0000	0.0805	0.0000	0.0420	0.0000	0.0420	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9580	1.0000	91.59%	100.00%	83.89%	100.00%	91.59%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-91.59%	-100.00%
383	0	0	0	0	0	0.0555	0.9445	0.0000	1.0000	0.1049	0.0000	0.0555	0.0000	0.0555	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0555	0.0000	88.90%	100.00%	79.03%	100.00%	88.90%	100.00%	100.00%	100.00%	100.00%	100.00%	88.90%	100.00%
384	1	1	0	1	0	0.5760	0.4240	0.4000	0.6000	0.4884	0.4800	0.4240	0.4000	0.4240	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.4240	0.6000	15.20%	20.00%	2.31%	4.00%	15.20%	20.00%	100.00%	-100.00%	100.00%	-100.00%	15.20%	-20.00%
385	1	1	1	1	1	1.0000	0.0000	1.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	99.99%	100.00%	99.99%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	99.99%	100.00%
386	0	0	0	0	0	0.2789	0.7211	0.2000	0.8000	0.4022	0.3200	0.2789	0.2000	0.2789	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.2789	0.2000	44.23%	60.00%	19.56%	36.00%	44.23%	60.00%	100.00%	100.00%	100.00%	100.00%	44.23%	60.00%
387	1	1	1	1	1	1.0000	0.0000	0.8000	0.2000	0.0001	0.3200	0.0000	0.2000	0.0000	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	99.99%	60.00%	99.98%	36.00%	99.99%	60.00%	100.00%	100.00%	100.00%	100.00%	99.99%	60.00%
388	1	1	1	1	1	0.9998	0.0002	1.0000	0.0000	0.0003	0.0000	0.0002	0.0000	0.0002	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.97%	100.00%	99.93%	100.00%	99.97%	100.00%	100.00%	100.00%	100.00%	100.00%	99.97%	100.00%
389	0	0	0	0	0	0.0490	0.9510	0.0000	1.0000	0.0931	0.0000	0.0490	0.0000	0.0490	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0490	0.0000	90.21%	100.00%	81.37%	100.00%	90.21%	100.00%	100.00%	100.00%	100.00%	100.00%	90.21%	100.00%
39	1	1	0	1	0	0.6530	0.3470	0.4000	0.6000	0.4532	0.4800	0.3470	0.4000	0.3470	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.3470	0.6000	30.59%	20.00%	9.36%	4.00%	30.59%	20.00%	100.00%	-100.00%	100.00%	-100.00%	30.59%	-20.00%
390	1	0	0	0	0	0.0172	0.9828	0.0000	1.0000	0.0338	0.0000	0.0172	0.0000	0.0172	0.0000	0.5000	0.5000	1.0000	1.0000	1.0000	1.0000	0.9828	1.0000	96.56%	100.00%	93.23%	100.00%	96.56%	100.00%	-100.00%	-100.00%	-100.00%	-100.00%	-96.56%	-100.00%
391	1	1	1	1	1	0.8275	0.1725	0.6000	0.4000	0.2854	0.4800	0.1725	0.4000	0.1725	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.1725	0.4000	65.51%	20.00%	42.91%	4.00%	65.51%	20.00%	100.00%	100.00%	100.00%	100.00%	65.51%	20.00%
392	0	1	0	1	0	0.8746	0.1254	0.4000	0.6000	0.2194	0.4800	0.1254	0.4000	0.1254	0.4000	0.5000	0.5000	1.0000	0.0000	1.0000	0.0000	0.8746	0.4000	74.92%	20.00%	56.12%	4.00%	74.92%	20.00%	-100.00%	100.00%	-100.00%	100.00%	-74.92%	20.00%
393	0	0	0	0	0	0.0122	0.9878	0.0000	1.0000	0.0242	0.0000	0.0122	0.0000	0.0122	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0122	0.0000	97.55%	100.00%	95.16%	100.00%	97.55%	100.00%	100.00%	100.00%	100.00%	100.00%	97.55%	100.00%
394	1	1	1	1	1	0.9992	0.0008	1.0000	0.0000	0.0017	0.0000	0.0008	0.0000	0.0008	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0008	0.0000	99.83%	100.00%	99.67%	100.00%	99.83%	100.00%	100.00%	100.00%	100.00%	100.00%	99.83%	100.00%
395	0	0	0	0	0	0.0839	0.9161	0.0000	1.0000	0.1537	0.0000	0.0839	0.0000	0.0839	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0839	0.0000	83.23%	100.00%	69.27%	100.00%	83.23%	100.00%	100.00%	100.00%	100.00%	100.00%	83.23%	100.00%
396	1	1	0	1	0	0.7977	0.2024	0.4000	0.6000	0.3228	0.4800	0.2024	0.4000	0.2024	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.2024	0.6000	59.53%	20.00%	35.44%	4.00%	59.53%	20.00%	100.00%	-100.00%	100.00%	-100.00%	59.53%	-20.00%
397	1	1	0	1	0	0.9374	0.0626	0.4000	0.6000	0.1173	0.4800	0.0626	0.4000	0.0626	0.4000	0.5000	0.5000	0.0000	1.0000	0.0000	1.0000	0.0626	0.6000	87.48%	20.00%	76.53%	4.00%	87.48%	20.00%	100.00%	-100.00%	100.00%	-100.00%	87.48%	-20.00%
398	1	1	1	1	1	0.9815	0.0185	0.6000	0.4000	0.0363	0.4800	0.0185	0.4000	0.0185	0.4000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0185	0.4000	96.30%	20.00%	92.74%	4.00%	96.30%	20.00%	100.00%	100.00%	100.00%	100.00%	96.30%	20.00%
399	1	1	1	1	1	0.9999	0.0001	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
4	0	0	0	0	0	0.0235	0.9765	0.0000	1.0000	0.0459	0.0000	0.0235	0.0000	0.0235	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0235	0.0000	95.30%	100.00%	90.81%	100.00%	95.30%	100.00%	100.00%	100.00%	100.00%	100.00%	95.30%	100.00%
40	0	0	0	0	0	0.0423	0.9577	0.0000	1.0000	0.0810	0.0000	0.0423	0.0000	0.0423	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0423	0.0000	91.54%	100.00%	83.79%	100.00%	91.54%	100.00%	100.00%	100.00%	100.00%	100.00%	91.54%	100.00%
400	1	1	1	1	1	0.9895	0.0105	0.8000	0.2000	0.0208	0.3200	0.0105	0.2000	0.0105	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0105	0.2000	97.89%	60.00%	95.83%	36.00%	97.89%	60.00%	100.00%	100.00%	100.00%	100.00%	97.89%	60.00%
401	0	0	0	0	0	0.3113	0.6887	0.2000	0.8000	0.4288	0.3200	0.3113	0.2000	0.3113	0.2000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.3113	0.2000	37.74%	60.00%	14.24%	36.00%	37.74%	60.00%	100.00%	100.00%	100.00%	100.00%	37.74%	60.00%
402	0	0	0	0	0	0.0725	0.9275	0.0000	1.0000	0.1345	0.0000	0.0725	0.0000	0.0725	0.0000	0.5000	0.5000	0.0000	0.0000	0.0000	0.0000	0.0725	0.0000	85.50%	100.00%	73.10%	100.00%	85.50%	100.00%	100.00%	100.00%	100.00%	100.00%	85.50%	100.00%
